,;Z
ako;PD
vo;Ev6
svojej;PFfs6
českej;AAfs6x
vlasti;SSfs6
.;Z
;
Podľa;Eu2
princípu;SSis2
siedmich;NUnp2
slobodných;AAnp2x
umení;SSnp2
prvým;NAis7
stupňom;SSis7
trivia;SSns2
je;VKesc+
gramatika;SSfs1
.;Z
;
Európska;AAfs1x
únia;SSfs1
,;Z
čiže;O
rozmieňanie;SSns1
veľkých;AAfp2x
bankoviek;SSfp2
na;Eu4
drobné;AAfp4x
mince;SSfp4
.;Z
;
Toto;PFns1
stieranie;SSns1
hraníc;SSfp2
je;VKesc+
veľmi;Dx
príjemné;AAns1x
,;Z
pokiaľ;O
ide;VKesc+
o;Eu4
poriadneho;AAms4x
občana;SSms4
,;Z
ktorý;PAms1
cestuje;VKesc+
za;Eu7
svojím;PFis7
obchodom;SSis7
alebo;O
za;Eu7
svojou;PFfs7
dovolenkou;SSfs7
.;Z
;
Ľubomír;SSms1:r
Ďurovič;SSms1:r
;
Pojem;SSis1
slavico;%
-;Z
bohemicus;%
zo;Ev2
začiatku;SSis2
XVIII;0
.;Z
storočia;SSns2
je;VKesc+
začiatok;SSis1
pojmu;SSis2
česko;Q
(;Z
-;Z
);Z
slovenský;AAis1x
.;Z
;
Krman;SSms1:r
si;R
bol;VLescm+
vedomý;AAms1x
,;Z
že;O
meno;SSns4
Slovákov;SSmp2:r
treba;Dx
aj;T
v;Eu6
latinčine;SSfs6
odlišovať;VIe+
od;Eu2
všeobecného;AAis2x
názvu;SSis2
slavi;%
a;O
vytvoril;VLdscm+
nové;AAns4x
slovo;SSns4
slovacii;%
.;Z
;
Druhá;NAfs1
Doležalova;AFfs1x:r
inovácia;SSfs1
je;VKesc+
v;Eu6
gramatickom;AAis6x
popise;SSis6
tohto;PFis2
jazyka;SSis2
.;Z
;
Obsiahly;AAis4x
vlastivedný;AAis4x
úvod;SSis4
(;Z
Praefatio;%
);Z
k;Eu3
Doležalovej;AFfs3x:r
gramatike;SSfs3
napísal;VLdscm+
o;Eu4
generáciu;SSfs4
starší;AAmp1y
Matej;SSms1:r
Bel;SSms1:r
.;Z
;
V;Eu6
každom;PAis6
prípade;SSis6
aj;T
text;SSis1
jeho;PUis2
úvodu;SSis2
dal;VLjsci+
Doležalovej;AFfs3x:r
gramatike;SSfs3
punc;SSis4
najautoritatívnejšieho;AAis2z
zdroja;SSis2
poznania;SSns2
vtedajšieho;AAis2x
spisovného;AAis2x
jazyka;SSis2
Čechov;SSmp2:r
i;O
Slovákov;SSmp2:r
.;Z
;
Táto;PFfs1
kralická;AAfs1x
norma;SSfs1
je;VKesc+
dodnes;Dx
základom;SSis7
spisovnej;AAfs2x
češtiny;SSfs2
.;Z
;
Štúrovský;AAis1x
nový;AAis1x
slovenský;AAis1x
spisovný;AAis1x
jazyk;SSis1
má;VKesc+
niekoľko;PUns4
vrstiev;SSfp2
.;Z
;
Radikálnou;AAfs7x
inováciou;SSfs7
je;VKesc+
hláskoslovie;SSns1
a;O
tvaroslovie;SSns1
.;Z
;
Ľubomír;SSms1:r
Ďurovič;SSms1:r
;
Profesor;SSms1
Eugen;SSms1:r
Jóna;SSms1:r
,;Z
ktorý;PAms1
sa;R
dejinami;SSfp7
spisovnej;AAfs2x
slovenčiny;SSfs2
dlhé;AAip4x
roky;SSip4
zaoberal;VLescm+
,;Z
si;R
uvedomil;VLdscm+
potrebu;SSfs4
dať;VIj+
do;Eu2
rúk;SSfp2
slovenskej;AAfs2x
i;O
medzinárodnej;AAfs2x
vedeckej;AAfs2x
verejnosti;SSfs2
dostatočne;Dx
prístupný;AAis4x
skutočný;AAis4x
text;SSis4
tohto;PFns2
základného;AAns2x
diela;SSns2
.;Z
;
Ľubomír;SSms1:r
Ďurovič;SSms1:r
;
Ľubomír;SSms1:r
Ďurovič;SSms1:r
profesor;SSms1
slovanských;AAip2x
jazykov;SSip2
;
Česko;Q
-;Z
slovenské;AAns1x
kultúrne;AAns1x
kontinuum;SSns1
;
Ku;Ev3
konfliktom;SSip3
a;O
nedorozumeniam;SSnp3
výrazne;Dx
prispelo;VLdscn+
aj;T
to;PFns1
,;Z
že;O
sa;R
maďarské;AAns1x
„;Z
nemzet;Q
“;Z
dá;VKjsc+
používať;VIe+
v;Eu6
oboch;NNip6
týchto;PFip6
významoch;SSip6
.;Z
;
To;PFns1
malo;VLescn+
obrovský;AAis4x
národnozáchovný;AAis4x
význam;SSis4
v;Eu6
druhej;NAfs6
polovici;SSfs6
XIX;0
.;Z
storočia;SSns2
,;Z
keď;O
maďarizácia;SSfs1
reálne;Dx
ohrozovala;VLescf+
samotnú;AAfs4x
existenciu;SSfs4
slovenského;AAis2x
národa;SSis2
.;Z
;
Ľubomír;SSms1:r
Ďurovič;SSms1:r
;
Mal;VLesam+
som;VKesa+
veľké;AAns4x
potešenie;SSns4
z;Eu2
knižky;SSfs2
Antona;SSms2:r
Dinku;SSms2:r
Skalica;SSfs1:r
–;Z
moja;PFfs1
láska;SSfs1
,;Z
osud;SSis1
a;O
poťešeňí;Q
.;Z
;
Jeho;PUmp1
obaja;NNmp1
starší;AAmp1y
bratia;SSmp1
išli;VLepcm+
do;Eu2
škôl;SSfp2
a;O
Ferda;SSms1:r
mal;VLescm+
prevziať;VId+
obchod;SSis4
.;Z
;
Intenzívne;Dx
sa;R
pamätám;VKesa+
na;Eu4
prístavbu;SSfs4
javiska;SSns2
k;Eu3
cirkevnej;AAfs3x
sieni;SSfs3
na;Eu6
evanjelickej;AAfs6x
fare;SSfs6
.;Z
;
Potom;Dx
prišiel;VLdsci+
koniec;SSis1
vojny;SSfs2
,;Z
bolo;VLescn+
obnovené;Gtns1x
Československo;SSns1:r
,;Z
začali;VLdpci+
sa;R
celkom;Dx
iné;PAip1
pomery;SSip1
.;Z
;
Činnosť;SSfs4
nášho;PFns2
združenia;SSns2
zatisli;VLdpcf+
do;Eu2
pozadia;SSns2
iné;PAfp1
potreby;SSfp1
.;Z
;
To;PFns1
sa;R
menuje;VKjsc+
iniciatívnosť;SSfs1
a;O
innovatívnosť;SSfs1
.;Z
;
Ľubomír;SSms1:r
Ďurovič;SSms1:r
;
ODCHODY;SSip1
A;O
návraty;SSip1
ĽUBOMÍRA;SSms2:r
Ďuroviča;SSms2:r
(;Z
I;W
.;Z
);Z
;
„;Z
Nebyť;VIe-
toho;PFns2
,;Z
Slovensko;SSns1:r
by;Y
dnes;Dx
neexistovalo;VLescn+
,;Z
“;Z
hovorí;VKesc+
Ľubomír;SSms1:r
Ďurovič;SSms1:r
.;Z
;
To;PFns1
je;VKesc+
MOŽNO;T
tá;PFfs1
pozitívna;AAfs1x
stránka;SSfs1
ROZDELENIA;SSns2
REPUBLIKY;SSfs2
.;Z
;
Negatívnych;AAfp2x
stránok;SSfp2
je;VKesc+
množstvo;SSns1
.;Z
;
Nakoniec;T
,;Z
takisto;PD
môže;VKesc+
aj;T
Čech;SSms1:r
čítať;VIe+
slovenské;AAfp4x
,;Z
keby;OY
chcel;VLescm+
,;Z
oni;PFmp1
však;O
tú;PFfs4
potrebu;SSfs4
V;Eu6
ROVNAKEJ;AAfs6x
MIERE;SSfs6
nemajú;VKepc-
.;Z
“;Z
;
„;Z
Konkrétne;Dx
je;VKesc+
to;PFns1
obdobie;SSns1
od;Eu2
roku;SSis2
1963;0
do;Eu2
roku;SSis2
1968;0
.;Z
;
Vtedy;PD
sa;R
naraz;Dx
ukázalo;VLdscn+
,;Z
že;O
komunistická;AAfs1x
strana;SSfs1
s;Eu7
jej;PUip7
zločineckými;AAip7x
spôsobmi;SSip7
skrachovala;VLdscf+
.;Z
;
Vtedy;PD
vyšla;VLdscf+
moja;PFfs1
KNIHA;SSfs1
Paradigmatika;SSfs1
spisovnej;AAfs2x
ruštiny;SSfs2
,;Z
ktorá;PAfs1
sa;R
stala;VLdscf+
celoštátnou;AAfs7x
univerzitnou;AAfs7x
učebnicou;SSfs7
ruskej;AAfs2x
TEORETICKEJ;AAfs2x
morfológie;SSfs2
.;Z
;
Uvedomovali;VLepah+
sme;VKepa+
si;R
,;Z
že;O
„;Z
sa;R
môže;VKesc+
“;Z
.;Z
;
Dovtedy;PD
to;PFns1
však;T
bolo;VLescn+
obdobie;SSns1
veľkej;AAfs2x
nádeje;SSfs2
.;Z
;
Ja;PPhs1
ich;PFmp4
poznám;VKesa+
.;Z
;
A;O
mal;VLescm+
pravdu;SSfs4
.;Z
;
Sklamanie;SSns1
po;Eu6
vojne;SSfs6
;
Ľubomír;SSms1:r
Ďurovič;SSms1:r
do;Eu2
komunistickej;AAfs2x
strany;SSfs2
nevstúpil;VLdscm-
.;Z
;
Piateho;AAis2x
mája;SSis2
sa;R
začalo;VLdscn+
Pražské;AAns1x
povstanie;SSns1
a;O
z;Eu2
rádia;SSns2
sa;R
ozývala;VLescf+
výzva;SSfs1
o;Eu4
pomoc;SSfs4
.;Z
;
To;PFns1
bola;VLescf+
tá;PFfs1
zločinecká;AAfs1x
časť;SSfs1
komunistickej;AAfs2x
strany;SSfs2
.;Z
;
„;Z
Môj;PFms1
otec;SSms1
bol;VLescm+
selfmademan;SSms1
.;Z
;
Nedávno;Dx
som;VKesa+
odovzdal;VLdsam+
do;Eu2
skalického;AAns2x
Záhorského;AAns2x:r
múzea;SSns2
otcove;AFip4x
denníky;SSip4
.;Z
;
Je;VKesc+
to;PFns1
cenná;AAfs1x
a;O
zaujímavá;AAfs1x
pamiatka;SSfs1
o;Eu6
20;0
.;Z
storočí;SSns6
.;Z
;
Polovicu;SSfs4
zo;Ev2
všetkého;PFns2
,;Z
čo;PFns1
vo;Ev6
mne;PPhs3
je;VKesc+
,;Z
mám;VKesa+
z;Eu2
domu;SSis2
,;Z
z;Eu2
toho;PFns2
,;Z
čo;PFns1
sa;R
doma;Dx
povedalo;VLdscn+
,;Z
napríklad;T
pri;Eu6
stole;SSis6
.;Z
;
Otec;SSms1
veľa;Dx
rozprával;VLescm+
o;Eu6
svojom;PFis6
literárnovednom;AAis6x
výskume;SSis6
,;Z
ale;O
nevyhýbali;VLepah-
sme;VKepa+
sa;R
,;Z
samozrejme;T
,;Z
ani;T
súčasným;AAip3x
problémom;SSip3
.;Z
;
Vtedy;PD
mi;PPhs3
utkveli;VLdpco+
v;Eu6
pamäti;SSfs6
dátumy;SSip1
,;Z
mená;SSnp1
i;O
dôležité;AAfp1x
udalosti;SSfp1
z;Eu2
minulosti;SSfs2
,;Z
medzi;Eu4
ktoré;PAop4
bolo;VLescn+
neskôr;Dx
ľahšie;Dy
dokladať;VIe+
nové;AAip4x
dátumy;SSip4
,;Z
mená;SSnp4
i;O
vzťahy;SSip4
.;Z
;
Mama;SSfs1
pochádzala;VLescf+
z;Eu2
rodiny;SSfs2
s;Eu7
generáciami;SSfp7
evanjelických;AAmp2x
farárov;SSmp2
.;Z
;
Vzdelanecké;AAns1x
pozadie;SSns1
rodiny;SSfs2
malo;VLescn+
pre;Eu4
moju;PFfs4
budúcnosť;SSfs4
VEĽMI;Dx
DÔLEŽITÚ;AAfs4x
úlohu;SSfs4
.;Z
“;Z
;
Rešpektovali;VLepbh+
ste;VKepb+
otca;SSms4
bezvýhradne;Dx
?;Z
;
„;Z
Viera;SSfs1
môže;VKesc+
dávať;VIe+
človeku;SSms3
životnú;AAfs4x
istotu;SSfs4
“;Z
,;Z
mieni;VKesc+
profesor;SSms1
Ďurovič;SSms1:r
.;Z
;
Faktom;SSis7
je;VKesc+
,;Z
že;O
náboženský;AAis1x
fundamentalizmus;SSis1
prežíva;VKesc+
svoju;PFfs4
regeneráciu;SSfs4
.;Z
“;Z
;
Bavilo;VLescn+
ma;PPhs4
písať;VIe+
kompozície;SSfp4
a;O
na;Eu6
vynikajúcom;Gkns6x
skalickom;AAns6x
gymnáziu;SSns6
boli;VLepcf+
veľmi;Dx
dobré;AAfp1x
podmienky;SSfp1
pre;Eu4
kultúru;SSfs4
.;Z
;
Nevyhýbali;VLepah-
sme;VKepa+
sa;R
ani;T
politike;SSfs3
.;Z
;
Môj;PFms1
otec;SSms1
po;Eu6
jeho;PUis6
rozpade;SSis6
niekoľko;PUns4
týždňov;SSip2
nespal;VLescm-
.;Z
.;Z
.;Z
;
.;Z
.;Z
.;Z
MÔJ;PFis1
PRIMÁRNY;AAis1x
ZÁUJEM;SSis1
BOLI;VLepcn+
HUMANIÓRA;SSnp1
.;Z
;
Umožniť;VId+
jazykovedcovi;SSms3
rozhovoriť;VId+
sa;R
o;Eu6
systéme;SSis6
v;Eu6
jazyku;SSis6
,;Z
prináša;VKesc+
zdanlivo;Dx
nebezpečenstvo;SSns4
,;Z
že;O
sa;R
vstúpi;VKdsc+
do;Eu2
nezaujímavého;AAis2x
a;O
nudného;AAis2x
sveta;SSis2
.;Z
;
„;Z
Ypsilon;SSis1
ako;O
hláska;SSfs1
nie;T
je;VKesc-
funkčný;AAis1x
a;O
v;Eu6
slovenskom;AAis6x
jazyku;SSis6
takej;PAfs2
hlásky;SSfs2
niet;VKesc-
.;Z
;
Ale;T
takto;PD
sa;R
hovorí;VKesc+
v;Eu6
Mikuláši;SSis6:r
!;Z
;
Ukazuje;VKesc+
sa;R
teda;T
,;Z
že;O
tým;PFns7
stredoslovenským;AAns7x
nárečím;SSns7
,;Z
ktorÉ;PAns4
Štúrovci;SSmp1:r
povýšili;VLdpcm+
na;Eu4
spisovný;AAis4x
JAZYK;SSis4
,;Z
bol;VLesci+
prestížny;AAis1x
liptovský;AAis1x
mestský;AAis1x
jazyk;SSis1
.;Z
;
Presvedčil;VLdscm+
Záborského;SAms4:r
,;Z
že;O
správna;AAfs1x
slovenská;AAfs1x
výslovnosť;SSfs1
je;VKesc+
„;Z
ľist;%
“;Z
.;Z
;
V;Eu6
lete;SSns6
1948;0
v;Eu6
Prahe;SSfs6:r
zažiadal;VLdscm+
o;Eu4
zahraničné;AAns4x
štipendium;SSns4
.;Z
;
VEĽMI;Dx
KOMPLIKOVANOU;AAfs7x
ZHODOU;SSfs7
OKOLNOSTÍ;SSfp2
HO;PFns4
PO;Eu6
ROKU;SSis6
dostal;VLdscm+
a;O
odišiel;VLdscm+
NA;Eu4
ROK;SSis4
do;Eu2
Nórska;SSns2:r
.;Z
;
Keď;O
sa;R
začal;VLdsci+
semester;SSis1
,;Z
pustil;VLdsam+
som;VKesa+
sa;R
pod;Eu7
vedením;SSns7
profesora;SSms2
SommerfelTa;SSms2:r
do;Eu2
čítania;SSns2
textov;SSip2
.;Z
;
Rozprávanie;SSns1
Ľubomíra;SSms2:r
Ďuroviča;SSms2:r
PRIPRAVILA;VLdscf+
Kveta;SSfs1:r
Škvarková;SAfs1:r
.;Z
;
Protiprávna;AAfs1x
vojna;SSfs1
v;Eu6
Iraku;SSis6:r
,;Z
ktorú;PAfs4
rozpútala;VLdscf+
nesvätá;AAfs1x
aliancia;SSfs1
náboženských;AAmp2x
fundamentalistov;SSmp2
,;Z
megalománov;SSmp2
a;O
kšeftárov;SSmp2
,;Z
je;VKesc+
cynickým;AAis7x
výsmechom;SSis7
všetkých;PFfp2
hodnôt;SSfp2
,;Z
ktoré;PAfp4
naša;PFfs1
západná;AAfs1x
civilizácia;SSfs1
pokladá;VKesc+
za;Eu4
nedotknuteľné;AAfp4x
.;Z
;
Po;Eu6
ukončení;SSns6
tejto;PFfs2
vojny;SSfs2
nádejou;SSfs7
sveta;SSis2
je;VKesc+
zmena;SSfs1
.;Z
;
Koruna;SSfs1
Sv;W
.;Z
Štefana;SSms2:r
a;O
ostrihomský;AAis1x
Primas;%
Hungariae;%
sa;R
stali;VLdpco+
symbolom;SSis7
Uhorského;AAis2x
štátu;SSis2
.;Z
;
Boja;SSis2
,;Z
ktorého;PAis2
medze;SSfp4
určovala;VLescf+
Zlatá;AAfs1x:r
bulla;SSfs1
.;Z
;
Náš;PFis1
dnešný;AAis1x
spisovný;AAis1x
jazyk;SSis1
je;VKesc+
skutočným;AAis7x
kompromisom;SSis7
medzi;Eu7
radikálnou;AAfs7x
normou;SSfs7
štúrovcov;SSmp2
a;O
požiadavkami;SSfp7
bernolákovcov;SSmp2
i;O
tradíciou;SSfs7
českou;AAfs7x
či;O
československou;AAfs7x
.;Z
;
Starú;AAfs4x
meravú;AAfs4x
nekompromisnosť;SSfs4
a;O
nekomunikatívnosť;SSfs4
oživila;VLdscf+
idea;SSfs1
odtrhnutia;SSns2
Slovenska;SSns2:r
od;Eu2
tisícročného;AAns2x
Uhorska;SSns2:r
a;O
najmä;T
štátneho;AAns2x
spojenia;SSns2
s;Eu7
Čechmi;SSmp7:r
.;Z
;
Takže;T
nacionalisticko;Q
-;Z
sociálny;AAis1x
populizmus;SSis1
Mečiarov;AFis1x:r
je;VKesc+
,;Z
povedal;VLdsam+
by;Y
som;VKesa+
,;Z
prirodzeným;AAis7x
plodom;SSis7
stáročného;AAis2x
vývinu;SSis2
slovenskej;AAfs2x
spoločnosti;SSfs2
.;Z
;
Ľubomír;SSms1:r
Ďurovič;SSms1:r
;
Pre;Eu4
časopis;SSis4
Záhorského;AAns2:r
múzea;SSns2
v;Eu6
Skalici;SSfs6:r
„;Z
Záhorie;SSns1:r
“;
;
Výstava;SSfs1
vzorného;AAns2x
balenia;SSns2
potravín;SSfp2
v;Eu6
Skalici;SSfs6:r
;
Nemôžem;VKesa-
pritom;Dx
nespomenúť;VId-
ešte;T
jednu;NFfs4
vec;SSfs4
.;Z
;
Kto;PFms1
by;Y
to;PFns4
kupoval;VLescm+
?;Z
!;Z
;
A;O
obchody;SSip1
,;Z
ktoré;PAip1
chcú;VKepc+
predávať;VIe+
zaručene;Dx
čerstvý;AAis4x
,;Z
v;Eu6
noci;SSfs6
upečený;Gtis4x
a;O
nezabalený;Gtis4x
chlieb;SSis4
,;Z
musia;VKepc+
ho;PFis4
držať;VIe+
v;Eu6
osobitných;AAfp6x
zasklených;Gtfp6x
policiach;SSfp6
,;Z
takže;O
skôr;Dx
nebalenie;SSns1
chlieb;SSis4
zdražuje;VKesc+
.;Z
;
Ľubomír;SSms1:r
Ďurovič;SSms1:r
;
Vlastný;AAis1x
gól;SSis1
slovenskej;AAfs2x
inteligencie;SSfs2
;
Pred;Eu7
voľbami;SSfp7
bolo;VLescn+
–;Z
v;Eu6
neposlednom;AAis6x
rade;SSis6
v;Eu6
Mostoch;SSip6:r
–;Z
mnoho;NUns4
krásnych;AAip2x
vzletných;AAip2x
výkladov;SSip2
,;Z
prečo;PD
treba;Dx
voliť;VIe+
Martina;SSms4:r
Bútoru;SSms4:r
.;Z
;
Takže;T
teraz;Dx
veľmi;Dx
čakám;VKesa+
,;Z
či;O
niekto;PFms1
z;Eu2
mienkotvorných;AAfp2x
hláv;SSfp2
Bútorovho;AFis2x:r
elektorátu;SSis2
urobí;VKdsc+
sebakritickú;AAfs4x
analýzu;SSfs4
tohto;PFis2
svojho;PFis2
fatálneho;AAis2x
politického;AAis2x
omylu;SSis2
.;Z
;
Že;O
Mečiar;SSms1:r
,;Z
suverénny;AAms1x
víťaz;SSms1
prvého;NAns2
kola;SSns2
,;Z
v;Eu6
druhom;NAns6
kole;SSns6
bol;VLescm+
spektakulárne;Dx
odmietnutý;Gtms1x
,;Z
je;VKesc+
spravodlivý;AAis1x
trest;SSis1
za;Eu4
roky;SSip4
jeho;PUns2
vládnutia;SSns2
.;Z
;
Ľubomír;SSms1:r
Ďurovič;SSms1:r
profesor;SSms1
emeritus;%
slovanských;AAip2x
jazykov;SSip2
;
Scenár;SSis1
:;ZIP
Adam;SSms1:r
Rifkin;SSms1:r
,;ZIP
Gavin;SSms1:r
Scott;SSms1:r
;
Réžia;SSfs1
:;ZIP
Joe;SSms1:r
Dante;SFms1:r
;
Kamera;SSfs1
:;ZIP
Jamie;SFms1:r
Anderson;SSms1:r
;
Hudba;SSfs1
:;ZIP
Jerry;SFms1:r
Goldsmith;SSms1:r
;
DOLBY;%
STERO;%
;
Gil;SSms1:r
Mars;SSms1:r
,;ZIP
najbohatší;AAms1z
muž;SSms1
sveta;SSis2
,;ZIP
je;VKesc+
majiteľom;SSms7
počítačovej;AAfs2x
spoločnosti;SSfs2
MarsTech;W
,;ZIP
ktorá;PAfs1
vyrába;VKesc+
aj;T
hračky;SSfp4
pre;Eu4
deti;SSnp4
tretieho;NAns2
tisícročia;SSns2
.;ZIP
;
Dnes;Dx
je;VKesc+
autogramiáda;SSfs1
Ivy;SSfs2:r
Janžurovej;SAfs2:r
a;O
Markéty;SSfs2:r
Hrubešovej;SAfs2:r
a;O
potom;Dx
je;VKesc+
tlačová;AAfs1x
konferencia;SSfs1
Paulom;SSms7:r
Morrisseyom;SSms7:r
.;ZIP
;
Večer;Dx
bude;VBesc+
Lauren;SUfs1:r
Bacall;SUfs1:r
uvádzať;VIe+
film;SSis4
Hlboký;AAis1x:r
spánok;SSis1
.;ZIP
;
Napokon;Dx
zvíťazila;VLdscf+
láska;SSfs1
.;ZIP
;
Grazie;%
all;%
';ZIP
Italia;%
.;ZIP
;
Grazie;%
all;%
';ZIP
America;%
,;ZIP
';ZIP
';ZIP
kričal;VLescm+
z;Eu2
pódia;SSns2
nadšený;AAms1x
Benigni;SFms1:r
.;ZIP
;
Uvidíme;VKdpa+
,;ZIP
ako;O
do;PFns1:q
celé;AAns1x
dopadne;VKdsc+
.;ZIP
;
Pôvodný;AAis1x
scenár;SSis1
:;ZIP
Zamilovaný;Gtms1x:r
Shakespeare;SSms1:r
;
Scenár;SSis1
-;ZIP
adaptácia;SSfs1
:;ZIP
Tenká;AAfs1x:r
červená;AAfs1x
čiara;SSfs1
;
Výprava;SSfs1
:;ZIP
Zamilovaný;Gtms1x:r
Shakespeare;SSms1:r
;
Kostýmy;SSip1
:;ZIP
Kráľovná;SFfs1:r
Alžbeta;SSfs1:r
;
Pôvodná;AAfs1x
hudba;SSfs1
k;Eu3
muzikálu;SSis3
,;ZIP
alebo;O
komédii;SSfs3
:;ZIP
Princ;SSms1:r
egyptský;AAms1x
;
Krátkometrážny;AAis1x
hraný;AAis1x
film;SSis1
:;ZIP
LA;%
CARTE;%
POSTALE;%
(;ZIP
The;%
Postcard;%
);ZIP
;
Zvuk;SSis1
:;ZIP
Zachráňte;VMdpb+:r
vojaka;SSms4
Ryana;SSms4:r
;
Vizuálne;AAip1x
efekty;SSip1
:;ZIP
Armageddon;SSis1:r
;
Tento;PFis1
ročník;SSis1
priniesol;VLdsci+
hneď;T
niekoľko;PUns4
prekvapení;SSnp2
.;ZIP
;
Kompletný;AAis4x
program;SSis4
3;0
.;ZIP
Gay;%
Film;%
Festivalu;SSis2:r
Slovakia;SSfs1:r
nájdete;VKdpb+
na;Eu6
Film;%
Site;%
v;Eu6
rubrike;SSfs6
Ceny;SSfp1:r
a;O
festivaly;SSip1
.;ZIP
;
Americká;AAfs1x
premiéra;SSfs1
bola;VLescf+
plánovaná;Gtfs1x
na;Eu4
júl;SSis4
a;O
v;Eu6
slovenských;AAnp6x
kinách;SSnp6
by;Y
sa;R
mal;VLesci+
objaviť;VId+
21;0
.;ZIP
10;0
.;ZIP
1999;0
pod;Eu7
názvom;SSis7
Spaľujúca;Gkfs1x:r
túžba;SSfs1
.;ZIP
;
MICHALKOV;SSms1:r
FOR;%
PRESIDENT;%
;
"	";id=a-.e.3
Zoberiem;VKdsa+
tú;PFfs4
funkciu;SSfs4
,;ZIP
ak;O
to;PFns4
ľudia;SSmp1
naozaj;T
budú;VBepc+
chcieť;VIe+
,;ZIP
"	";id=a-.e.14
povedal;VLdscm+
režisér;SSms1
.;ZIP
;
MADONNA;SSfs1:r
REŽISÉRKOU;SSfs7
;
Madonna;SSfs1:r
po;Eu6
úspechu;SSis6
albumu;SSis2
Ray;%
of;%
Light;%
odriekla;VLdscf+
herecké;AAfp4x
ponuky;SSfp4
.;ZIP
;
Bude;VBesc+
to;PFns1
filmové;AAns1x
spracovanie;SSns1
románu;SSis2
Rene;SUms2:r
Steinkeho;SSms2:r
,;ZIP
ktorý;PAis1
vychádza;VKesc+
v;Eu6
USA;W
v;Eu6
týchto;PFip6
dňoch;SSip6
.;ZIP
;
MALKOVICH;SSms1:r
AKO;O
F;W
.;ZIP
W;W
.;ZIP
MURNAU;SSms1:r
;
Nakrúcanie;SSns1
by;Y
sa;R
malo;VLescn+
začať;VId+
v;Eu6
apríli;SSis6
v;Eu6
Luxemburgu;SSis6:r
.;ZIP
;
POZOR;J
!;ZIP
;
ŠULAJ;SSms1:r
PÍŠE;VKesc+
ROZPRÁVKU;SSfs4
;
Ako;PD
vyzerá;VKesc+
herec;SSms1
snov;SSip2
?;ZIP
;
Telo;SSns1
by;Y
malo;VLescn+
mať;VIe+
šiju;SSfs4
Jenny;SUfs2:r
Elfman;SUfs2:r
,;ZIP
ramená;SSnp4
Courtney;SUfs2:r
Love;SUfs2:r
,;ZIP
zadok;SSis4
Jennifer;SUfs2:r
Lopez;SUfs2:r
,;ZIP
pupok;SSis4
